นิติบุคคลจัดตั้งเดือนตุลาคม 2561,,,,,,,,,,,
ทั่วประเทศ,,,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,ตำบล,อำเภอ,จังหวัด,"รหัส
ไปรษณีย์"
19,0745561009315,บจ.โรงพยาบาลสัตว์เพ็ท เกษตร จำกัด,19/10/2561," 4,000,000 ",75000,ประกอบกิจการโรงพยาบาลรักษาสัตว์ รับรักษาสัตว์ทุกชนิด,928  ถนนเอกชัย,ต.มหาชัย,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
20,0745561009463,บจ.โปร-เวลท์ อินเตอร์แพค จำกัด,25/10/2561," 4,000,000 ",46695,ประกอบกิจการค้ารีไซเคิล พลาสติกทุกชนิด เหล็กและทองเหลือง,72  หมู่ที่ 3,ต.แคราย,อ.กระทุ่มแบน,จ.สมุทรสาคร,74110
21,0745561008858,บจ.ออม ซีฟู้ดส์ จำกัด,8/10/2561," 3,000,000 ",46312,ซื้อมาขายไป อาหารทะเลแปรรูป,8/52  หมู่ที่ 3,ต.บางหญ้าแพรก,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
22,0745561009340,บจ.เคียงหัว อินเตอร์เนชั่นแนล จำกัด,22/10/2561," 3,000,000 ",20232,ประกอบกิจการผลิตและจำหน่าย เข้ามาจำหน่ายในประเทศและส่งออกซึ่งสินค้าประเภทเครื่องสำอาง,111/3  หมู่ที่ 2,ต.ท่าจีน,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
23,0745561009277,บจ.บาลานซ์ ดีไซน์ คอนเซ็ปท์ จำกัด,18/10/2561," 3,000,000 ",43301,รับเหมา ออกแบบตกแต่งอาคารพาณิชย์,149/366  หมู่ที่ 13 ซอยเพชรเกษม 95 ถนนเพชรเกษม,ต.อ้อมน้อย,อ.กระทุ่มแบน,จ.สมุทรสาคร,74130
24,0745561009307,บจ.พรีซิชั่น พีซีบี จำกัด,19/10/2561," 3,000,000 ",26103,การผลิตแผ่นวงจรอิเล็กทรอนิกส์,1/35  หมู่ที่ 7,ต.อ้อมน้อย,อ.กระทุ่มแบน,จ.สมุทรสาคร,74130
25,0745561008980,บจ.ปัญญา ฟู้ดส์ จำกัด,10/10/2561," 2,000,000 ",10799,ผลิตและจำหน่ายอาหารแปรรูป,8/52  หมู่ที่ 3,ต.บางหญ้าแพรก,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
26,0745561009501,บจ.หนูทอง 168 พริ้นติ้ง จำกัด,26/10/2561," 2,000,000 ",82990,ประกอบกิจการเกี่ยวกับการให้บริการงานพิมพ์บรรจุภัณฑ์ บนวัสดุต่าง ๆ เช่น พลาสติก ไนล่อน พีอี,29/19  หมู่ที่ 5,ต.บางน้ำจืด,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
27,0745561009579,บจ.ไทยทองชุ่นฮวด จำกัด,30/10/2561," 2,000,000 ",46422,ประกอบกิจการนำเข้าและจำหน่ายหลอดไฟแอลอีดี,189/641  หมู่ที่ 5,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
28,0745561009366,บจ.แว่นตาใสใส จำกัด,22/10/2561," 2,000,000 ",47731,ประกอบกิจการและจำหน่ายกรอบแว่นตา,150/5  หมู่ที่ 1,ต.แคราย,อ.กระทุ่มแบน,จ.สมุทรสาคร,74110
29,0745561009170,บจ.เซิ้น ทู่ จำกัด,16/10/2561," 2,000,000 ",28230,ผลิตทำแม่พิมพ์สำหรับรีดอลูมิเนียม,116/6  หมู่ที่ 2 ถนนเศรษฐกิจ 1,ต.อ้อมน้อย,อ.กระทุ่มแบน,จ.สมุทรสาคร,74130
30,0743561001851,หจ.บัญชาเครน ขนส่ง,1/10/2561," 1,000,000 ",49339,รับจ้างขนส่งสินค้าหนัก,111/154  หมู่ที่ 5,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
31,0743561001860,หจ.ฟินิกซ์ ไลท์ คอนสตรัคท์,2/10/2561," 1,000,000 ",41002,การก่อสร้างอาคาร,45/53  หมู่ที่ 5,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
32,0743561001878,หจ.ริชคอร์ปอเรชั่น 2018,4/10/2561," 1,000,000 ",46593,ขายวัตถุดิบที่ใช้ในการผลิตอุตสาหกรรม,29/309  หมู่ที่ 6,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
33,0743561001894,หจ.เชษฐ์แก๊ส,8/10/2561," 1,000,000 ",47735,ร้านขายปลีกก๊าซและเชื้อเพลิงอื่นๆสำหรับใช้ในครัวเรือน,25/30  หมู่ที่ 7,ต.ท่าทราย,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
34,0743561001908,หจ.พชิรา เทคคูล เอ็นจิเนียริ่ง,11/10/2561," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,5/1  หมู่ที่ 8,ต.กาหลง,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
35,0743561001916,หจ.ธิภิศิเจริญ ซัพพลาย,16/10/2561," 1,000,000 ",46622,ประกอบกิจการจำหน่ายเหล็กดำ สแตนเลส และอุปกรณ์ฟิตติ้งครบวงจร,80/105  หมู่ที่ 6 ซอย2/1 ถนนเศรษฐกิจ,ต.นาดี,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
36,0743561001983,หจ.กัญญภัทร กู้ด เฮลติ้ง,30/10/2561," 1,000,000 ",46103,ประกอบกิจการเป็นตัวแทนจำหน่าย ชุดสำหรับสวมใส่เพื่อสุขภาพ,3/274  หมู่ที่ 9,ต.โคกขาม,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
37,0745561008645,บจ.เพชรเจริญการฟอก จำกัด,1/10/2561," 1,000,000 ",13131,การขจัดไขมันและสิ่งสกปรกการฟอกขาวและการย้อมสี,1/5  หมู่ที่ 4,ต.ชัยมงคล,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
38,0745561008653,บจ.อิมเมจิ้น โฮม จำกัด,1/10/2561," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,100/414  หมู่ที่ 6,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
39,0745561008661,บจ.วิท วอเตอร์ ซิสเต็ม ดีเวลลอปเม้นท์ จำกัด,1/10/2561," 1,000,000 ",28132,ประกอบกิจการผลิตอุปกรณ์ประปา,19/11  หมู่ที่ 10,ต.บางโทรัด,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
40,0745561008696,บจ.ซีซั่น แอพพาเรล ไพร์ม จำกัด,2/10/2561," 1,000,000 ",14112,ประกอบกิจการผลิต เครื่องนุ่งห่ม,189/16-17  หมู่ที่ 5,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
41,0745561008700,บจ.ชัยการเชื่อม จำกัด,2/10/2561," 1,000,000 ",25922,ประกอบกิจการรับจ้างกลึง ทำน๊อต สกรู และรับเชื่อมโลหะทุกชนิดทุกประเภท,189/497  หมู่ที่ 5,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
